region,geography_level,fiscal_year_end_year,fiscal_year_label,period_start_date,period_end_date,data_type,series,record_type,capacity_gw,module_type,value_basis
Tamil Nadu,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,High,Annual addition,0.4241094279,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Conservative,Annual addition,0.0052078029,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Medium,Annual addition,0.1002888686,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,High,Annual addition,0.3294528490,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Conservative,Annual addition,0.0036732266,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Medium,Annual addition,0.0759493798,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,High,Annual addition,0.2551912916,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Conservative,Annual addition,0.0025905115,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Medium,Annual addition,0.0574562038,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,High,Annual addition,0.1972311434,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Conservative,Annual addition,0.0018267718,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Medium,Annual addition,0.0434312664,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,High,Annual addition,0.1521740903,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Conservative,Annual addition,0.0012881177,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Medium,Annual addition,0.0328099549,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Tamil Nadu,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,High,Annual addition,0.1172550254,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
